26-005,USSUGARC,POLISHING/TRAP FILTER BLOWDN TANK,Active,NULL,SHERRI,2026-03-25 13:33:15.000,2026-01-19 00:00:00.000
25-342,VERTCORP,BUFFER TANK 219 OF 224,Active,NULL,SCOTT,2026-03-04 07:18:37.000,2025-12-15 00:00:00.000
25-343,VERTCORP,BUFFER TANK 220 OF 224,Active,NULL,SCOTT,2026-03-04 07:18:37.000,2025-12-15 00:00:00.000
25-339,VERTCORP,BUFFER TANK 216 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:30.000,2025-12-15 00:00:00.000
25-330,VERTCORP,BUFFER TANK 207 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:29.000,2025-12-15 00:00:00.000
25-331,VERTCORP,BUFFER TANK 208 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:29.000,2025-12-15 00:00:00.000
25-332,VERTCORP,BUFFER TANK 209 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:29.000,2025-12-15 00:00:00.000
25-333,VERTCORP,BUFFER TANK 210 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:29.000,2025-12-15 00:00:00.000
25-334,VERTCORP,BUFFER TANK 211 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:29.000,2025-12-15 00:00:00.000
25-335,VERTCORP,BUFFER TANK 212 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:29.000,2025-12-15 00:00:00.000
25-336,VERTCORP,BUFFER TANK 213 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:29.000,2025-12-15 00:00:00.000
25-337,VERTCORP,BUFFER TANK 214 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:29.000,2025-12-15 00:00:00.000
25-338,VERTCORP,BUFFER TANK 215 OF 224,Active,NULL,SCOTT,2026-03-03 07:40:29.000,2025-12-15 00:00:00.000
25-272,VERTCORP,BUFFER TANK 149 OF 224,Active,NULL,BOB,2026-03-02 14:23:28.000,2025-12-15 00:00:00.000
25-271,VERTCORP,BUFFER TANK 148 OF 224,Active,NULL,BOB,2026-03-02 14:22:58.000,2025-12-15 00:00:00.000
25-270,VERTCORP,BUFFER TANK 147 OF 224,Active,NULL,BOB,2026-03-02 14:22:28.000,2025-12-15 00:00:00.000
25-269,VERTCORP,BUFFER TANK 146 OF 224,Active,NULL,BOB,2026-03-02 14:21:29.000,2025-12-15 00:00:00.000
25-268,VERTCORP,BUFFER TANK 145 OF 224,Active,NULL,BOB,2026-03-02 14:20:57.000,2025-12-15 00:00:00.000
25-267,VERTCORP,BUFFER TANK 144 OF 224,Active,NULL,BOB,2026-03-02 14:20:19.000,2025-12-15 00:00:00.000
25-266,VERTCORP,BUFFER TANK 143 OF 224,Active,NULL,BOB,2026-03-02 14:19:42.000,2025-12-15 00:00:00.000
25-265,VERTCORP,BUFFER TANK 142 OF 224,Active,NULL,BOB,2026-03-02 10:45:57.000,2025-12-15 00:00:00.000
25-256,VERTCORP,BUFFER TANK 133 OF 224,Active,NULL,BOB,2026-03-02 10:43:52.000,2025-12-15 00:00:00.000
25-253,VERTCORP,BUFFER TANK 130 OF 224,Active,NULL,BOB,2026-03-02 10:43:02.000,2025-12-15 00:00:00.000
25-264,VERTCORP,BUFFER TANK 141 OF 224,Active,NULL,BOB,2026-03-02 10:38:04.000,2025-12-15 00:00:00.000
25-263,VERTCORP,BUFFER TANK 140 OF 224,Active,NULL,BOB,2026-03-02 10:37:19.000,2025-12-15 00:00:00.000
25-262,VERTCORP,BUFFER TANK 139 OF 224,Active,NULL,BOB,2026-03-02 10:36:41.000,2025-12-15 00:00:00.000
25-261,VERTCORP,BUFFER TANK 138 OF 224,Active,NULL,BOB,2026-03-02 10:36:03.000,2025-12-15 00:00:00.000
25-260,VERTCORP,BUFFER TANK 137 OF 224,Active,NULL,BOB,2026-03-02 10:35:15.000,2025-12-15 00:00:00.000
25-259,VERTCORP,BUFFER TANK 136 OF 224,Active,NULL,BOB,2026-03-02 10:34:46.000,2025-12-15 00:00:00.000
25-258,VERTCORP,BUFFER TANK 135 OF 224,Active,NULL,BOB,2026-03-02 10:34:13.000,2025-12-15 00:00:00.000
25-257,VERTCORP,BUFFER TANK 134 OF 224,Active,NULL,BOB,2026-03-02 10:33:39.000,2025-12-15 00:00:00.000
25-255,VERTCORP,BUFFER TANK 132 OF 224,Active,NULL,BOB,2026-03-02 10:32:27.000,2025-12-15 00:00:00.000
25-254,VERTCORP,BUFFER TANK 131 OF 224,Active,NULL,BOB,2026-03-02 10:31:45.000,2025-12-15 00:00:00.000
25-252,VERTCORP,BUFFER TANK 129 OF 224,Active,NULL,BOB,2026-03-02 10:30:31.000,2025-12-15 00:00:00.000
25-251,VERTCORP,BUFFER TANK 128 OF 224,Active,NULL,BOB,2026-03-02 10:29:58.000,2025-12-15 00:00:00.000
25-250,VERTCORP,BUFFER TANK 127 OF 224,Active,NULL,BOB,2026-03-02 10:29:16.000,2025-12-15 00:00:00.000
25-249,VERTCORP,BUFFER TANK 126 OF 224,Active,NULL,BOB,2026-03-02 10:28:47.000,2025-12-15 00:00:00.000
25-248,VERTCORP,BUFFER TANK 125 OF 224,Active,NULL,BOB,2026-03-02 10:28:12.000,2025-12-15 00:00:00.000
25-247,VERTCORP,BUFFER TANK 124 OF 224,Active,NULL,BOB,2026-03-02 10:27:38.000,2025-12-15 00:00:00.000
25-246,VERTCORP,BUFFER TANK 123 OF 224,Active,NULL,BOB,2026-03-02 10:27:04.000,2025-12-15 00:00:00.000
25-245,VERTCORP,BUFFER TANK 122 OF 224,Active,NULL,BOB,2026-03-02 10:26:25.000,2025-12-15 00:00:00.000
25-244,VERTCORP,BUFFER TANK 121 OF 224,Active,NULL,BOB,2026-03-02 10:25:47.000,2025-12-15 00:00:00.000
25-243,VERTCORP,BUFFER TANK 120 OF 224,Active,NULL,BOB,2026-03-02 09:10:05.000,2025-12-15 00:00:00.000
25-326,VERTCORP,BUFFER TANK 203 OF 224,Active,NULL,SCOTT,2026-03-01 06:47:50.000,2025-12-15 00:00:00.000
25-327,VERTCORP,BUFFER TANK 204 OF 224,Active,NULL,SCOTT,2026-03-01 06:47:50.000,2025-12-15 00:00:00.000
25-328,VERTCORP,BUFFER TANK 205 OF 224,Active,NULL,SCOTT,2026-03-01 06:47:50.000,2025-12-15 00:00:00.000
25-329,VERTCORP,BUFFER TANK 206 OF 224,Active,NULL,SCOTT,2026-03-01 06:47:50.000,2025-12-15 00:00:00.000
25-323,VERTCORP,BUFFER TANK 200 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:52.000,2025-12-15 00:00:00.000
25-324,VERTCORP,BUFFER TANK 201 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:52.000,2025-12-15 00:00:00.000
25-325,VERTCORP,BUFFER TANK 202 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:52.000,2025-12-15 00:00:00.000
25-316,VERTCORP,BUFFER TANK 193 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:51.000,2025-12-15 00:00:00.000
25-317,VERTCORP,BUFFER TANK 194 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:51.000,2025-12-15 00:00:00.000
25-318,VERTCORP,BUFFER TANK 195 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:51.000,2025-12-15 00:00:00.000
25-319,VERTCORP,BUFFER TANK 196 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:51.000,2025-12-15 00:00:00.000
25-320,VERTCORP,BUFFER TANK 197 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:51.000,2025-12-15 00:00:00.000
25-321,VERTCORP,BUFFER TANK 198 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:51.000,2025-12-15 00:00:00.000
25-322,VERTCORP,BUFFER TANK 199 OF 224,Active,NULL,SCOTT,2026-02-28 07:16:51.000,2025-12-15 00:00:00.000
25-075,KEMIRAWS,SULFURIC ACID TANK,Complete,NULL,SHERRI,2026-02-27 11:17:33.000,2025-06-17 00:00:00.000
25-311,VERTCORP,BUFFER TANK 188 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:06.000,2025-12-15 00:00:00.000
25-312,VERTCORP,BUFFER TANK 189 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:06.000,2025-12-15 00:00:00.000
25-313,VERTCORP,BUFFER TANK 190 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:06.000,2025-12-15 00:00:00.000
25-314,VERTCORP,BUFFER TANK 191 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:06.000,2025-12-15 00:00:00.000
25-315,VERTCORP,BUFFER TANK 192 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:06.000,2025-12-15 00:00:00.000
25-306,VERTCORP,BUFFER TANK 183 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:05.000,2025-12-15 00:00:00.000
25-307,VERTCORP,BUFFER TANK 184 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:05.000,2025-12-15 00:00:00.000
25-308,VERTCORP,BUFFER TANK 185 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:05.000,2026-01-02 00:00:00.000
25-309,VERTCORP,BUFFER TANK 186 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:05.000,2025-12-15 00:00:00.000
25-310,VERTCORP,BUFFER TANK 187 OF 224,Active,NULL,SCOTT,2026-02-27 08:46:05.000,2025-12-15 00:00:00.000
25-305,VERTCORP,BUFFER TANK 182 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:22.000,2025-12-15 00:00:00.000
25-296,VERTCORP,BUFFER TANK 173 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:21.000,2025-12-15 00:00:00.000
25-297,VERTCORP,BUFFER TANK 174 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:21.000,2025-12-15 00:00:00.000
25-298,VERTCORP,BUFFER TANK 175 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:21.000,2025-12-15 00:00:00.000
25-299,VERTCORP,BUFFER TANK 176 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:21.000,2025-12-15 00:00:00.000
25-300,VERTCORP,BUFFER TANK 177 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:21.000,2025-12-15 00:00:00.000
25-301,VERTCORP,BUFFER TANK 178 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:21.000,2025-12-15 00:00:00.000
25-302,VERTCORP,BUFFER TANK 179 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:21.000,2025-12-15 00:00:00.000
25-303,VERTCORP,BUFFER TANK 180 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:21.000,2025-12-15 00:00:00.000
25-304,VERTCORP,BUFFER TANK 181 OF 224,Active,NULL,SCOTT,2026-02-26 07:47:21.000,2025-12-15 00:00:00.000
25-065,RECOCOMM,BUFFER TANK #10,Complete,NULL,SHERRI,2026-02-25 12:27:39.000,2025-06-13 00:00:00.000
25-215,VERTCORP,BUFFER TANK 92 OF 224,Active,NULL,BOB,2026-02-20 12:03:45.000,2025-12-15 00:00:00.000
25-235,VERTCORP,BUFFER TANK 112 OF 224,Active,NULL,BOB,2026-02-20 11:58:02.000,2025-12-15 00:00:00.000
25-224,VERTCORP,BUFFER TANK 101 OF 224,Active,NULL,BOB,2026-02-20 11:57:05.000,2025-12-15 00:00:00.000
25-242,VERTCORP,BUFFER TANK 119 OF 224,Active,NULL,BOB,2026-02-20 11:46:48.000,2025-12-15 00:00:00.000
25-241,VERTCORP,BUFFER TANK 118 OF 224,Active,NULL,BOB,2026-02-20 11:46:25.000,2025-12-15 00:00:00.000
25-240,VERTCORP,BUFFER TANK 117 OF 224,Active,NULL,BOB,2026-02-20 11:45:53.000,2025-12-15 00:00:00.000
25-239,VERTCORP,BUFFER TANK 116 OF 224,Active,NULL,BOB,2026-02-20 11:45:20.000,2025-12-15 00:00:00.000
25-238,VERTCORP,BUFFER TANK 115 OF 224,Active,NULL,BOB,2026-02-20 11:44:55.000,2025-12-15 00:00:00.000
25-237,VERTCORP,BUFFER TANK 114 OF 224,Active,NULL,BOB,2026-02-20 11:44:18.000,2025-12-15 00:00:00.000
25-236,VERTCORP,BUFFER TANK 113 OF 224,Active,NULL,BOB,2026-02-20 11:43:49.000,2025-12-15 00:00:00.000
25-234,VERTCORP,BUFFER TANK 111 OF 224,Active,NULL,BOB,2026-02-20 11:42:51.000,2025-12-15 00:00:00.000
25-233,VERTCORP,BUFFER TANK 110 OF 224,Active,NULL,BOB,2026-02-20 11:42:19.000,2025-12-15 00:00:00.000
25-232,VERTCORP,BUFFER TANK 109 OF 224,Active,NULL,BOB,2026-02-20 11:41:52.000,2025-12-15 00:00:00.000
25-231,VERTCORP,BUFFER TANK 108 OF 224,Active,NULL,BOB,2026-02-20 11:41:17.000,2025-12-15 00:00:00.000
25-230,VERTCORP,BUFFER TANK 107 OF 224,Active,NULL,BOB,2026-02-20 11:40:49.000,2025-12-15 00:00:00.000
25-229,VERTCORP,BUFFER TANK 106 OF 224,Active,NULL,BOB,2026-02-20 11:40:16.000,2025-12-15 00:00:00.000
25-228,VERTCORP,BUFFER TANK 105 OF 224,Active,NULL,BOB,2026-02-20 11:39:47.000,2025-12-15 00:00:00.000
25-227,VERTCORP,BUFFER TANK 104 OF 224,Active,NULL,BOB,2026-02-20 11:39:21.000,2025-12-15 00:00:00.000
25-226,VERTCORP,BUFFER TANK 103 OF 224,Active,NULL,BOB,2026-02-20 11:38:49.000,2025-12-15 00:00:00.000
25-225,VERTCORP,BUFFER TANK 102 OF 224,Active,NULL,BOB,2026-02-20 11:38:24.000,2025-12-15 00:00:00.000
25-223,VERTCORP,BUFFER TANK 100 OF 224,Active,NULL,BOB,2026-02-20 11:37:24.000,2025-12-15 00:00:00.000
25-222,VERTCORP,BUFFER TANK 99 OF 224,Active,NULL,BOB,2026-02-20 11:35:42.000,2025-12-15 00:00:00.000
25-221,VERTCORP,BUFFER TANK 98 OF 224,Active,NULL,BOB,2026-02-20 11:35:10.000,2025-12-15 00:00:00.000
25-220,VERTCORP,BUFFER TANK 97 OF 224,Active,NULL,BOB,2026-02-20 11:34:38.000,2025-12-15 00:00:00.000
25-219,VERTCORP,BUFFER TANK 96 OF 224,Active,NULL,BOB,2026-02-20 11:34:06.000,2025-12-15 00:00:00.000
25-218,VERTCORP,BUFFER TANK 95 OF 224,Active,NULL,BOB,2026-02-20 11:32:36.000,2025-12-15 00:00:00.000
25-217,VERTCORP,BUFFER TANK 94 OF 224,Active,NULL,BOB,2026-02-20 11:32:04.000,2025-12-15 00:00:00.000
25-216,VERTCORP,BUFFER TANK 93 OF 224,Active,NULL,BOB,2026-02-20 11:29:36.000,2025-12-15 00:00:00.000
25-214,VERTCORP,BUFFER TANK 91 OF 224,Active,NULL,BOB,2026-02-20 11:27:42.000,2025-12-15 00:00:00.000
25-064,RECOCOMM,BUFFER TANK #9,Complete,NULL,SHERRI,2026-02-19 11:54:42.000,2025-06-13 00:00:00.000
25-348,VERTCORP,EXP TANK SHIPMENT 1 (24),Active,NULL,SHERRI,2026-02-17 15:22:06.000,2025-12-15 00:00:00.000
26-002,FLOQENGI,RAIL BUFFER TANK #1,Active,NULL,SHERRI,2026-02-17 14:11:32.000,2026-01-19 00:00:00.000
26-003,FLOQENGI,RAIL BUFFER TANK #2,Active,NULL,SHERRI,2026-02-17 14:11:32.000,2026-01-19 00:00:00.000
26-004,FLOQENGI,RAIL BUFFER TANK #3,Active,NULL,SHERRI,2026-02-17 14:11:32.000,2026-01-19 00:00:00.000
25-098,COASTECH,MIST ELIMINATOR W/FACE WASH,Active,NULL,SHERRI,2026-02-17 13:18:16.000,2025-09-24 00:00:00.000
25-289,VERTCORP,BUFFER TANK 166 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:40.000,2025-12-15 00:00:00.000
25-290,VERTCORP,BUFFER TANK 167 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:40.000,2025-12-15 00:00:00.000
25-291,VERTCORP,BUFFER TANK 168 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:40.000,2025-12-15 00:00:00.000
25-292,VERTCORP,BUFFER TANK 169 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:40.000,2025-12-15 00:00:00.000
25-293,VERTCORP,BUFFER TANK 170 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:40.000,2025-12-15 00:00:00.000
25-294,VERTCORP,BUFFER TANK 171 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:40.000,2025-12-15 00:00:00.000
25-295,VERTCORP,BUFFER TANK 172 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:40.000,2025-12-15 00:00:00.000
25-284,VERTCORP,BUFFER TANK 161 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:39.000,2025-12-15 00:00:00.000
25-285,VERTCORP,BUFFER TANK 162 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:39.000,2025-12-15 00:00:00.000
25-286,VERTCORP,BUFFER TANK 163 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:39.000,2025-12-15 00:00:00.000
25-287,VERTCORP,BUFFER TANK 164 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:39.000,2025-12-15 00:00:00.000
25-288,VERTCORP,BUFFER TANK 165 OF 224,Active,NULL,SCOTT,2026-02-17 07:34:39.000,2025-12-15 00:00:00.000
25-120,ANDRITZI,DISSOLVING TANK (FABRICATION),Active,NULL,NICK,2026-02-16 16:16:53.000,2025-11-19 00:00:00.000
25-275,VERTCORP,BUFFER TANK 152 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:25.000,2025-12-15 00:00:00.000
25-276,VERTCORP,BUFFER TANK 153 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:25.000,2025-12-15 00:00:00.000
25-277,VERTCORP,BUFFER TANK 154 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:25.000,2025-12-15 00:00:00.000
25-278,VERTCORP,BUFFER TANK 155 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:25.000,2025-12-15 00:00:00.000
25-279,VERTCORP,BUFFER TANK 156 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:25.000,2025-12-15 00:00:00.000
25-280,VERTCORP,BUFFER TANK 157 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:25.000,2025-12-15 00:00:00.000
25-281,VERTCORP,BUFFER TANK 158 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:25.000,2025-12-15 00:00:00.000
25-282,VERTCORP,BUFFER TANK 159 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:25.000,2025-12-15 00:00:00.000
25-283,VERTCORP,BUFFER TANK 160 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:25.000,2025-12-15 00:00:00.000
25-274,VERTCORP,BUFFER TANK 151 OF 224,Active,NULL,SCOTT,2026-02-14 08:01:24.000,2025-12-15 00:00:00.000
26-014,FLOQENGI,R1 REACTOR,Active,NULL,SHERRI,2026-02-12 15:04:14.000,2026-01-13 00:00:00.000
26-001,SYNTHOMER,25-356 CHANGE ORDER,Active,NULL,SHERRI,2026-02-12 14:52:39.000,2026-01-19 00:00:00.000
25-062,RECOCOMM,BUFFER TANK #7,Complete,NULL,SHERRI,2026-02-12 14:33:25.000,2025-06-13 00:00:00.000
25-063,RECOCOMM,BUFFER TANK #8,Complete,NULL,SHERRI,2026-02-12 14:33:25.000,2025-06-13 00:00:00.000
24-063,R2TCONSTRU,LIME DAY TANK #1,Complete,NULL,SHERRI,2026-02-11 10:44:59.000,2024-12-18 00:00:00.000
25-043,ECOPOL,FEA & CYCLIC ANALYSIS,Active,NULL,SHERRI,2026-01-29 12:56:07.000,2025-03-27 00:00:00.000
MAT1,NULL,NULL,Closed,NULL,BOB,2026-01-28 14:50:12.000,2026-01-28 00:00:00.000
19-001,REAGCHEM,"34,500 GAL CST API TANK",Closed,NULL,BOB,2026-01-28 12:42:28.000,2019-01-16 00:00:00.000
25-022,KIMBCLAR,"EST SHIPPING 25-007/021;25-094 ",Active,NULL,SHERRI,2026-01-23 08:11:00.000,2025-01-28 00:00:00.000
25-060,RECOCOMM,BUFFER TANK #5,Complete,NULL,SHERRI,2026-01-22 16:46:34.000,2025-06-13 00:00:00.000
25-061,RECOCOMM,BUFFER TANK #6,Complete,NULL,SHERRI,2026-01-22 16:46:34.000,2025-06-13 00:00:00.000
25-009,KIMBCLAR,220-TK-22001,Complete,NULL,NICK,2026-01-21 16:19:34.000,2025-01-28 00:00:00.000
25-121,KIMBCLAR,DUMP CHEST TANK,Active,NULL,SHERRI,2026-01-20 15:20:05.000,2025-12-15 00:00:00.000
25-122,KIMBCLAR,PROCESS TENSIDE TANK,Active,NULL,SHERRI,2026-01-20 15:20:05.000,2025-12-04 00:00:00.000
26-013,VERTCORP,TEMP SENSOR SHIPMENT 8,Active,NULL,NICK,2026-01-20 11:38:58.000,2026-01-19 00:00:00.000
26-012,VERTCORP,TEMP SENSOR SHIPMENT 7,Active,NULL,NICK,2026-01-20 11:38:20.000,2026-01-19 00:00:00.000
26-011,VERTCORP,TEMP SENSOR SHIPMENT 6,Active,NULL,NICK,2026-01-20 11:37:12.000,2026-01-19 00:00:00.000
26-010,VERTCORP,TEMP SENSOR SHIPMENT 5,Active,NULL,NICK,2026-01-20 11:35:53.000,2026-01-19 00:00:00.000
26-009,VERTCORP,TEMP SENSOR SHIPMENT 4,Active,NULL,NICK,2026-01-20 11:34:28.000,2026-01-19 00:00:00.000
26-007,VERTCORP,TEMP SENSOR SHIPMENT 2,Active,NULL,NICK,2026-01-20 11:32:53.000,2026-01-19 00:00:00.000
26-008,VERTCORP,TEMP SENSOR SHIPMENT 3,Active,NULL,NICK,2026-01-20 11:32:53.000,2026-01-19 00:00:00.000
24-069,R2TCONSTRU,LIME BULK STORAGE TANK #5,Complete,NULL,SHERRI,2026-01-19 08:56:09.000,2024-12-18 00:00:00.000
25-349,VERTCORP,EXP TANK SHIPMENT 2 (32),Active,NULL,SHERRI,2026-01-16 13:13:41.000,2025-12-15 00:00:00.000
25-350,VERTCORP,EXP TANK SHIPMENT 3 (44),Active,NULL,SHERRI,2026-01-16 13:13:41.000,2025-12-15 00:00:00.000
25-351,VERTCORP,EXP TANK SHIPMENT 4 (28),Active,NULL,SHERRI,2026-01-16 13:13:41.000,2025-12-15 00:00:00.000
25-352,VERTCORP,EXP TANK SHIPMENT 5 (32),Active,NULL,SHERRI,2026-01-16 13:13:41.000,2025-12-15 00:00:00.000
25-353,VERTCORP,EXP TANK SHIPMENT 6 (28),Active,NULL,SHERRI,2026-01-16 13:13:41.000,2025-12-15 00:00:00.000
25-354,VERTCORP,EXP TANK SHIPMENT 7 (24),Active,NULL,SHERRI,2026-01-16 13:13:41.000,2025-12-15 00:00:00.000
25-355,VERTCORP,EXP TANK SHIPMENT 8 (12),Active,NULL,SHERRI,2026-01-16 13:13:41.000,2025-12-15 00:00:00.000
25-347,VERTCORP,BUFFER TANK 224 OF 224,Active,NULL,SHERRI,2026-01-16 12:58:59.000,2025-12-15 00:00:00.000
25-273,VERTCORP,BUFFER TANK 150 OF 224,Active,NULL,SHERRI,2026-01-16 12:39:11.000,2025-12-15 00:00:00.000
25-096,MILLIKEN,T-3405,Complete,NULL,SHERRI,2026-01-15 09:59:31.000,2025-09-22 00:00:00.000
25-097,MILLIKEN,T-3505,Complete,NULL,SHERRI,2026-01-15 09:59:31.000,2025-09-22 00:00:00.000
25-119,VERTCORP,DWG ONLY-SMARTRUN BUFFER TANKS,Active,NULL,NICK,2026-01-14 12:57:19.000,2025-11-14 00:00:00.000
25-080,DOMTARPA,DAF FILTRATE TANK,Complete,NULL,SHERRI,2026-01-09 15:19:35.000,2025-06-27 00:00:00.000
25-077,EPICSYST,R-301 DMN CSTR,Complete,NULL,SHERRI,2026-01-08 09:44:08.000,2025-06-25 00:00:00.000
25-078,EPICSYST,R-310 PACKED BED REACTOR,Complete,NULL,SHERRI,2026-01-08 09:44:08.000,2025-06-25 00:00:00.000
25-079,EPICSYST,R-311 PACKED BED REACTOR,Complete,NULL,SHERRI,2026-01-08 09:44:08.000,2025-06-25 00:00:00.000
OH-25,NULL,NULL,Closed,NULL,SHERRI,2026-01-02 13:25:03.000,2025-01-06 00:00:00.000
24-065,R2TCONSTRU,LIME BULK STORAGE TANK #1,Complete,NULL,SHERRI,2025-12-31 15:31:06.000,2024-12-18 00:00:00.000
24-066,R2TCONSTRU,LIME BULK STORAGE TANK #2,Complete,NULL,SHERRI,2025-12-31 15:31:06.000,2024-12-18 00:00:00.000
