Job,Customer,Description,Status,Order_Date,Est_Total_Hrs,Act_Total_Hrs,Total_Price,material_grade,max_plate_thickness,plate_count,nozzle_count,flange_count,max_flange_size,head_count,has_code_stamp,total_material_cost,certs_required_count,capacity_gal,tank_type,is_batch,batch_size
25-246,VERTCORP,BUFFER TANK 123 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-247,VERTCORP,BUFFER TANK 124 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-248,VERTCORP,BUFFER TANK 125 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-249,VERTCORP,BUFFER TANK 126 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-250,VERTCORP,BUFFER TANK 127 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-251,VERTCORP,BUFFER TANK 128 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-252,VERTCORP,BUFFER TANK 129 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-254,VERTCORP,BUFFER TANK 131 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-255,VERTCORP,BUFFER TANK 132 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-257,VERTCORP,BUFFER TANK 134 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-258,VERTCORP,BUFFER TANK 135 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-259,VERTCORP,BUFFER TANK 136 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-260,VERTCORP,BUFFER TANK 137 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-261,VERTCORP,BUFFER TANK 138 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-262,VERTCORP,BUFFER TANK 139 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-263,VERTCORP,BUFFER TANK 140 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-264,VERTCORP,BUFFER TANK 141 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-253,VERTCORP,BUFFER TANK 130 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-256,VERTCORP,BUFFER TANK 133 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-265,VERTCORP,BUFFER TANK 142 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-266,VERTCORP,BUFFER TANK 143 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-267,VERTCORP,BUFFER TANK 144 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-268,VERTCORP,BUFFER TANK 145 OF 224,Active,2025-12-15,74.0,0.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-269,VERTCORP,BUFFER TANK 146 OF 224,Active,2025-12-15,74.0,0.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-270,VERTCORP,BUFFER TANK 147 OF 224,Active,2025-12-15,74.0,0.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-271,VERTCORP,BUFFER TANK 148 OF 224,Active,2025-12-15,74.0,0.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-272,VERTCORP,BUFFER TANK 149 OF 224,Active,2025-12-15,74.0,0.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-330,VERTCORP,BUFFER TANK 207 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-331,VERTCORP,BUFFER TANK 208 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-332,VERTCORP,BUFFER TANK 209 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-333,VERTCORP,BUFFER TANK 210 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-334,VERTCORP,BUFFER TANK 211 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-335,VERTCORP,BUFFER TANK 212 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-336,VERTCORP,BUFFER TANK 213 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-337,VERTCORP,BUFFER TANK 214 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-338,VERTCORP,BUFFER TANK 215 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-339,VERTCORP,BUFFER TANK 216 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-340,VERTCORP,BUFFER TANK 217 OF 224,Active,2025-12-15,74.0,1.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-341,VERTCORP,BUFFER TANK 218 OF 224,Active,2025-12-15,74.0,1.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-342,VERTCORP,BUFFER TANK 219 OF 224,Active,2025-12-15,74.0,1.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-343,VERTCORP,BUFFER TANK 220 OF 224,Active,2025-12-15,74.0,1.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-175,VERTCORP,BUFFER TANK 52 OF 224,Active,2025-12-15,74.0,7.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-176,VERTCORP,BUFFER TANK 53 OF 224,Active,2025-12-15,74.0,6.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-152,VERTCORP,BUFFER TANK 29 OF 224,Active,2025-12-15,74.0,18.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-153,VERTCORP,BUFFER TANK 30 OF 224,Active,2025-12-15,74.0,18.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-148,VERTCORP,BUFFER TANK 25 OF 224,Active,2025-12-15,74.0,34.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-177,VERTCORP,BUFFER TANK 54 OF 224,Active,2025-12-15,74.0,6.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-178,VERTCORP,BUFFER TANK 55 OF 224,Active,2025-12-15,74.0,5.75,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-179,VERTCORP,BUFFER TANK 56 OF 224,Active,2025-12-15,74.0,9.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-180,VERTCORP,BUFFER TANK 57 OF 224,Active,2025-12-15,74.0,5.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-181,VERTCORP,BUFFER TANK 58 OF 224,Active,2025-12-15,74.0,5.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-150,VERTCORP,BUFFER TANK 27 OF 224,Active,2025-12-15,74.0,31.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-155,VERTCORP,BUFFER TANK 32 OF 224,Active,2025-12-15,74.0,17.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-156,VERTCORP,BUFFER TANK 33 OF 224,Active,2025-12-15,74.0,15.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-174,VERTCORP,BUFFER TANK 51 OF 224,Active,2025-12-15,74.0,18.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-154,VERTCORP,BUFFER TANK 31 OF 224,Active,2025-12-15,74.0,30.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-165,VERTCORP,BUFFER TANK 42 OF 224,Active,2025-12-15,74.0,13.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-166,VERTCORP,BUFFER TANK 43 OF 224,Active,2025-12-15,74.0,13.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-167,VERTCORP,BUFFER TANK 44 OF 224,Active,2025-12-15,74.0,13.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-168,VERTCORP,BUFFER TANK 45 OF 224,Active,2025-12-15,74.0,13.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-169,VERTCORP,BUFFER TANK 46 OF 224,Active,2025-12-15,74.0,23.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-151,VERTCORP,BUFFER TANK 28 OF 224,Active,2025-12-15,74.0,20.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-159,VERTCORP,BUFFER TANK 36 OF 224,Active,2025-12-15,74.0,19.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-344,VERTCORP,BUFFER TANK 221 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-345,VERTCORP,BUFFER TANK 222 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-346,VERTCORP,BUFFER TANK 223 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-184,VERTCORP,BUFFER TANK 61 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-185,VERTCORP,BUFFER TANK 62 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-186,VERTCORP,BUFFER TANK 63 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-187,VERTCORP,BUFFER TANK 64 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-188,VERTCORP,BUFFER TANK 65 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-189,VERTCORP,BUFFER TANK 66 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-190,VERTCORP,BUFFER TANK 67 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-191,VERTCORP,BUFFER TANK 68 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-192,VERTCORP,BUFFER TANK 69 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-193,VERTCORP,BUFFER TANK 70 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-194,VERTCORP,BUFFER TANK 71 OF 224,Active,2025-12-15,74.0,2.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-195,VERTCORP,BUFFER TANK 72 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-196,VERTCORP,BUFFER TANK 73 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-197,VERTCORP,BUFFER TANK 74 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-198,VERTCORP,BUFFER TANK 75 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-199,VERTCORP,BUFFER TANK 76 OF 224,Active,2025-12-15,74.0,2.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-200,VERTCORP,BUFFER TANK 77 OF 224,Active,2025-12-15,74.0,2.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-201,VERTCORP,BUFFER TANK 78 OF 224,Active,2025-12-15,74.0,2.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-157,VERTCORP,BUFFER TANK 34 OF 224,Active,2025-12-15,74.0,13.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-158,VERTCORP,BUFFER TANK 35 OF 224,Active,2025-12-15,74.0,12.75,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-202,VERTCORP,BUFFER TANK 79 OF 224,Active,2025-12-15,74.0,2.75,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-203,VERTCORP,BUFFER TANK 80 OF 224,Active,2025-12-15,74.0,2.75,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-160,VERTCORP,BUFFER TANK 37 OF 224,Active,2025-12-15,74.0,13.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-161,VERTCORP,BUFFER TANK 38 OF 224,Active,2025-12-15,74.0,16.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-162,VERTCORP,BUFFER TANK 39 OF 224,Active,2025-12-15,74.0,15.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-163,VERTCORP,BUFFER TANK 40 OF 224,Active,2025-12-15,74.0,16.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-204,VERTCORP,BUFFER TANK 81 OF 224,Active,2025-12-15,74.0,2.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-205,VERTCORP,BUFFER TANK 82 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-206,VERTCORP,BUFFER TANK 83 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-207,VERTCORP,BUFFER TANK 84 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-208,VERTCORP,BUFFER TANK 85 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-209,VERTCORP,BUFFER TANK 86 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-210,VERTCORP,BUFFER TANK 87 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-211,VERTCORP,BUFFER TANK 88 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-212,VERTCORP,BUFFER TANK 89 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-213,VERTCORP,BUFFER TANK 90 OF 224,Active,2025-12-15,74.0,1.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-182,VERTCORP,BUFFER TANK 59 OF 224,Active,2025-12-15,74.0,3.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-183,VERTCORP,BUFFER TANK 60 OF 224,Active,2025-12-15,74.0,2.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-123,KIMBCLAR,BACKWATER TANK,Active,2025-12-15,0.0,0.0,108000.0,316L,0.25,6,0,0,0.0,0,False,16566.06,0,0,tank,False,1
25-274,VERTCORP,BUFFER TANK 151 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-275,VERTCORP,BUFFER TANK 152 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-276,VERTCORP,BUFFER TANK 153 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-277,VERTCORP,BUFFER TANK 154 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-278,VERTCORP,BUFFER TANK 155 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-279,VERTCORP,BUFFER TANK 156 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-280,VERTCORP,BUFFER TANK 157 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-281,VERTCORP,BUFFER TANK 158 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-282,VERTCORP,BUFFER TANK 159 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-283,VERTCORP,BUFFER TANK 160 OF 224,Active,2025-12-15,74.0,0.5,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-273,VERTCORP,BUFFER TANK 150 OF 224,Active,2025-12-15,74.0,0.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-347,VERTCORP,BUFFER TANK 224 OF 224,Active,2025-12-15,74.0,0.0,20500.0,316L,0.25,2,6,2,8.0,2,False,1363.75,0,0,buffer_tank,True,224
25-350,VERTCORP,EXP TANK SHIPMENT 3 (44),Active,2025-12-15,0.0,0.0,72600.0,UNKNOWN,0.0,0,0,0,0.0,0,False,25520.0,0,0,tank,False,1
